<b>Arrays & Tiles</b> , <b>Matrices y azulejos</b>
Spring Morning , Mañana de primavera
Sprocket 231 , Piñón 231
Spy 29 , Espía 29
Square , Cuadrado
Square (Inv.) , Cuadrado (Inv.)
Square 1 , Cuadrado 1
Square 2 , Cuadrado 2
Square to Circle , Cuadrado a Círculo
Squared-Euclidean , Cuadrado-Euclidiano
Squares , Cuadrados
Squares (Outline) , Cuadrados (Esquema)
SRGB Conversion , Conversión SRGB
Stabilizer , Estabilizador
Stained Glass , Vidrios de colores
Stamp , Sello
Standard , Estándar
Standard (256) , Estándar (256)
Standard [No Scan] , Estándar [Sin Escaneo]
Standard Deviation , Desviación estándar
Star , Estrella
Star: -5*(z^3/3-Z/4)/2 , Estrella: -5*(z^3/3-Z/4)/2
Stardust , Polvo de estrellas
Stars , Estrellas
Stars (Outline) , Estrellas (Esquema)
Start Angle , Ángulo de inicio
Start Color , Color de inicio
Start Frame Number , Número de cuadro inicial
Start of Mid-Tones , Inicio de los tonos medios
Starting Angle , Ángulo de partida
Starting Color , Color de inicio
Starting Feathering , Empezando a emplumar
Starting Frame , Marco inicial
Starting Level , Nivel de inicio
Starting Pattern , Patrón de partida
Starting Point , Punto de partida
Starting Point (%) , Punto de partida (%)
Starting Scale (%) , Escala inicial (%)
Starting Value , Valor inicial
Stationary Frames , Marcos estacionarios
Std Angle (deg.) , Ángulo estándar (deg.)
Std Branching , Rama Std
Std Length Factor (%) , Factor de longitud estándar (%)
Std Thickness Factor (%) , Factor de Espesor Std (%)
Stencil Type , Tipo de plantilla
Step , Paso
Step (%) , Paso (%)
Steps , Pasos
Stereo Image , Imagen Estéreo
Stereo Window Position , Posición de la ventana del estéreo
Stereographic Projection , Proyección estereográfica
Stereoscopic Image Alignment , Alineación de imágenes estereoscópicas
Stereoscopic Window Position , Posición de la ventana estereoscópica
Straight , Recto
Street , Calle
Strength , Fuerza
Strength (%) , Fuerza (%)
Strength Effect , Efecto de fuerza
Strength Highlights , Lo más destacado de la fuerza
Strength Midtones , Fuerza Midtones
Strength Shadows , Fuerza Sombras
Stretch , Estira
Stretch Colors , Estirar los colores
Stretch Contrast , Estirar el contraste
Stretch Factor , Factor de estiramiento
Strip , Desnúdate
Stripe Orientation , Orientación de las rayas
Stroke , Golpe
Stroke Angle , Ángulo de la embolia
Stroke Length , Longitud de la carrera
Stroke Strength , Fuerza del golpe
Strong , Fuerte
Structure Smoothness , Suavidad de la estructura
Studio , Estudio
Style , Estilo
Style Variations , Variaciones de estilo
Stylize , Estilizar
Subdivisions , Subdivisiones
Subpixel Interpolation , Interpolación de subpíxeles
Subpixel Level , Nivel de subpíxel
Subsampling (%) , Submuestreo (%)
Subtle Blue , Azul sutil
Subtle Green , Verde sutil
Subtle Yellow , Amarillo sutil
Subtract , Reste
Subtractive , Sustracción
Summer , Verano
Summer (alt) , Verano (alt)
Sunny (alt) , Soleado (alt)
Sunny (rich) , Sunny (rico)
Sunny (warm) , Soleado (caliente)
Super Warm , Súper Caliente
Super Warm (rich) , Súper Caliente (rico)
Super-Pixels , Super-Píxeles
Superformula , Superfórmula
Superimpose with Original? , ¿Superponer con Original?
Surface Disturbance , Perturbación de la superficie
Surface Disturbance Multiplier , Multiplicador de perturbaciones de la superficie
Swan , Cisne
Swap , Intercambio
Swap Colors , Intercambio de colores
Swap Layers , Intercambiar capas
Swap Radius / Angle , Intercambio de radio/ángulo
Swap Sides , Intercambie los lados
Sweet Bubblegum , Bomba de Chicle Dulce
Sweet Gelatto , Dulce Gelatto
Symmetric 2D Shape , Forma 2D simétrica
Symmetrize , Simetrizar
Symmetry , Simetría
Symmetry Sides , Lados de simetría
Synthesis Scale , Escala de síntesis
Tangent Radius , El radio de la tangente
Target Color #1 , Color del objetivo #1
Target Color #10 , Color del objetivo #10
Target Color #11 , Color del objetivo #11
Target Color #12 , Color del objetivo #12
Target Color #13 , Color del objetivo #13
Target Color #14 , Color del objetivo #14
Target Color #15 , Color del objetivo #15
Target Color #16 , Color del objetivo #16
Target Color #17 , Color del objetivo #17
Target Color #18 , Color del objetivo #18
Target Color #19 , Color del objetivo #19
Target Color #2 , Color del objetivo #2
Target Color #20 , Color del objetivo #20
Target Color #21 , Color del objetivo #21
Target Color #22 , Color del objetivo #22
Target Color #23 , Color del objetivo #23
Target Color #24 , Color del objetivo #24
Target Color #3 , Color del objetivo #3
Target Color #4 , Color del objetivo #4
Target Color #5 , Color del objetivo #5
Target Color #6 , Color del objetivo #6
Target Color #7 , Color del blanco #7
Target Color #8 , Color del objetivo #8
Target Color #9 , Color del objetivo #9
Teal Moonlight , Luz de Luna Teal
TechnicalFX - Backlight Filter , TechnicalFX - Filtro de luz de fondo
Temperature Balance , El equilibrio de la temperatura
Ten Layers , Diez capas
Tends to Be Square , Tiende a ser cuadrado
Tension Green 1 , Tensión Verde 1
Tension Green 2 , Tensión Verde 2
Tension Green 3 , Tensión Verde 3
Tension Green 4 , Tensión Verde 4
Tensor Smoothness , Suavidad del tensor
Tertiary Factor , Factor Terciario
Tertiary Gamma , Terciario Gamma
Tertiary Shift , Cambio Terciario
Tertiary Twist , Giro terciario
Text , Texto
Texture , Textura
Texture Enhance , Mejora de la textura
Textured Glass , Vidrio texturizado
The Game of Life , El juego de la vida
The Matrices , Las matrices
Thickness , Espesor
Thickness (%) , Espesor (%)
Thickness (px) , Espesor (px)
Thickness Factor , Factor de espesor
Thin Edges , Bordes delgados
Thin Separators , Separadores delgados
Thinness , Delgadez
Thinning , Adelgazamiento
Thinning (Slow) , Adelgazamiento (Lento)
Three Layers , Tres capas
Threshold , Umbral
Threshold (%) , Umbral (%)
Threshold Etch , Grabado de umbral
Threshold High , Umbral alto
Threshold Low , Umbral bajo
Threshold Max , Umbral máximo
Threshold Mid , Umbral medio
Threshold On , Umbral de
Thumbnail Size , El tamaño de la miniatura
Tiger , Tigre
Tile Poles , Polos de azulejos
Tile Size , Tamaño de las baldosas
Tileable Rotation , Rotación de la baldosa
Tiled Isolation , Aislamiento de azulejos
Tiled Normalization , Normalización de los azulejos
Tiled Parameterization , Parametrización de los azulejos
Tiled Preview , Vista previa en mosaico
Tiled Random Shifts , Cambios aleatorios en mosaico
Tiled Rotation , Rotación de los azulejos
Tiles , Baldosas
Tiles to Layers , Azulejos a las capas
Time , Tiempo
Time Step , Paso de tiempo
Timed Image , Imagen cronometrada
Tiny , Pequeño
To Equirectangular , a la equidistancia
To Nadir / Zenith , A Nadir / Zenith
Toasted Garden , Jardín tostado
Toes , Dedos de los pies
Toggle to View Base Image , Cambiar a ver la imagen de la base
Tolerance , Tolerancia
Tolerance to Gaps , Tolerancia a las diferencias
Tonal Bandwidth , Ancho de banda tonal
Tone Blur , Borrón de Tono
Tone Enhance , Mejora del tono
Tone Gamma , Tono Gamma
Tone Mapping , Mapeo de Tonos
Tone Mapping (%) , Mapeo de tonos (%)
Tone Mapping [Fast] , Mapeo de Tonos [Rápido]
Tone Mapping Fast , Mapeo de tonos rápido
Tone Mapping Soft , Mapeo de Tono Suave
Tone Presets , Preselecciones de tono
Tone Threshold , Umbral de tono
Tones Range , Rango de tonos
Tones Smoothness , Tonos Suavidad
Tones to Layers , Tonos a las capas
Top Layer , Capa superior
Top Left , Arriba a la izquierda
Top Right , Arriba a la derecha
Top-Left Vertex (%) , Vértice superior izquierdo (%)
Top-Right Vertex (%) , Vértice superior derecho (%)
Total Layers , Capas totales
Total Variation , Variación total
Transfer Colors [Histogram] , Transferencia de colores [Histograma]
Transfer Colors [Patch-Based] , Transferir colores [Patch-Based]
Transfer Colors [PCA] , Transferencia de colores [PCA]
Transfer Colors [Variational] , Transferencia de colores [Variación]
Transform , Transformar
Transition Map , Mapa de transición
Transition Shape , Forma de transición
Transition Smoothness , Suavidad de la transición
Transmittance Map , Mapa de transmisión
Transparency , Transparencia
Transparent , Transparente
Transparent Background , Fondo transparente
Transparent Black & White , Blanco y negro transparente
Transparent Color , Color transparente
Transparent on Black , Transparente sobre Negro
Transparent on White , Transparente sobre el blanco
Transparent Skin , Piel transparente
Tree , Árbol
Triangle , Triángulo
Triangles , Triángulos
Triangles (Outline) , Triángulos (Esquema)
Triangular Va , Va triangular
Tritanomaly , Tritanomalía
True Colors 8 , Colores verdaderos 8
Trunk Color , Color del tronco
Trunk Opacity (%) , Opacidad del tronco (%)
Trunks , Troncos
Tulips , Tulipanes
Tunnel , Túnel
Turbulence , Turbulencia
Turbulence 2 , Turbulencia 2
Turbulent Halftone , Medio tono turbulento
Turkiest 42 , El 42 más turco
Turn on Rotate and Twirl , Enciende la rotación y el giro...
Twirl , Giro
Twisted Rays , Rayos torcidos
Two Layers , Dos capas
Two Threads , Dos hilos
Type , Escriba
Type Snowflake , Tipo Copo de Nieve
Ultra Water , Ultra Agua
Unaligned Images , Imágenes no alineadas
Undeniable , Innegable
Undeniable 2 , Innegable 2
Underwater , Bajo el agua
Undo Anaglyph , Deshacer el anaglifo
Uniform , Uniforme
Unknown , Desconocido
Unquantize [JPEG Smooth] , Unquantize [JPEG Suave]
Unsharp Mask , Máscara de la Unsharp
Unstrip , Desenvuelva
Up-Left , Arriba a la izquierda
Up-Right , Arriba-Derecha
Upper Layer Is the Top Layer for All Blends , La capa superior es la capa superior para todas las mezclas
Upper Side Orientation , Orientación del lado superior
Uppercase Letters , Cartas en mayúsculas
Upscale [Diffusion] , Difusión a gran escala
Use as Hue , Usar como Tono
Use as Saturation , Uso como saturación
Use Individual Depth Map , Usar el mapa de profundidad individual
Use Light , Usar la luz
Use Maximum Tones , Usar los tonos máximos
Use Top Layer as a Priority Mask , Usar la capa superior como una máscara de prioridad
User-Defined , Definido por el usuario
User-Defined (Bottom Layer) , Definido por el usuario (capa inferior)
Uzbek Bukhara , Bukhara de Uzbekistán
Uzbek Marriage , Matrimonio uzbeko
Uzbek Samarcande , Samarcande de Uzbekistán
V Cutoff , Corte V
Val Range , Rango de Val
Value , Valor
Value Action , Valor Acción
Value Blending , Mezcla de valores
Value Bottom , Valor inferior
Value Correction , Corrección del valor
Value Factor , Factor de valor
Value Normalization , Normalización de valores
Value Offset , Compensación del valor
Value Precision , Precisión del valor
Value Range , Rango de valores
Value Scale , Escala de valores
Value Shift , Cambio de valor
Value Smoothness , Valorar la suavidad
Value Top , Valor máximo
Value Variance , Variación del valor
Values , Valores
Van Gogh: Almond Blossom , Van Gogh: Flor de almendro
Van Gogh: Irises , Van Gogh: Lirios
Van Gogh: The Starry Night , Van Gogh: La noche estrellada
Van Gogh: Wheat Field with Crows , Van Gogh: Campo de trigo con cuervos
Variability , Variabilidad
Variance , Variación
Variation A , Variación A
Variation B , Variación B
Variation C , Variación C
Vector Painting , Pintura vectorial
Velocity , Velocidad
Vertex Type , Tipo de vértice
Vertical 1 Amount , Vertical 1 Cantidad
Vertical 1 Length , Vertical 1 Longitud
Vertical 2 Amount , Vertical 2 Cantidad
Vertical 2 Length , Vertical 2 Longitud
Vertical Amount , Cantidad vertical
Vertical Array , Conjunto vertical
Vertical Blur , Borrón vertical
Vertical Length , Longitud vertical
Vertical Size (%) , Tamaño vertical (%)
Vertical Stripes , Rayas verticales
Vertical Tiles , Baldosas verticales
Very Course 5 , Muy Curso 5
Very Fine , Muy bien.
Very High , Muy alto
Very High (Even Slower) , Muy alto (aún más lento)
Very Warm Greenish , Muy caliente verdoso
Vibrant , Vibrante
Vibrant (alien) , Vibrante (alienígena)
Vibrant (contrast) , Vibrante (contraste)
Vibrant (crome-Ish) , Vibrante (crome-Ish)
Victory , Victoria
View Outlines Only , Ver sólo los esquemas
View Resolution , Ver Resolución
Vignette Contrast , Contraste de la viñeta
Vignette Size , Tamaño de la viñeta
Vignette Strength , Fuerza de la viñeta
Vintage (brighter) , Vintage (más brillante)
Vintage Chrome , Cromo antiguo
Vintage Style , Estilo Vintage
Vintage Tone (%) , Tono antiguo (%)
Virtual Landscape , Paisaje virtual
Visible Watermark , Marca de agua visible
Vivid Edges , Bordes vivos
Vivid Light , Luz Viva
Vivid Screen , Pantalla Vívida
Vorono&#239; , Vorono... 239;
Wall , Muro
Warm , Caliente
Warm (highlight) , Caliente (destacar)
Warm (yellow) , Caliente (amarillo)
Warm Dark Contrasty , Contraste cálido y oscuro
Warm Neutral , Caliente Neutral
Warm Sunset Red , Rojo cálido del atardecer
Warm Teal , Cerceta caliente
Warm Vintage , Vintage cálido
Warp [Interactive] , Warp [Interactivo]
Warp by Intensity , La urdimbre por la intensidad
Water , Agua
Waterfall , Cascada
Wave(s) , Onda(s)
Wavelength , Longitud de onda
Waves Amplitude , La amplitud de las ondas
Waves Smoothness , Suavidad de las olas
We'll See , Ya veremos.
Weave , Tejido
Weird , Raro
Whirl Drawing , Dibujo de torbellino
Whirls , Remolinos
White , Blanco
White Dices , Dados blancos
White Layers , Capas blancas
White Level , Nivel de blanco
White on Black , Blanco sobre Negro
White on Transparent , Blanco sobre Transparente
White on Transparent Black , Blanco sobre negro transparente
White Point , Punto Blanco
White to Black , De blanco a negro
White Walls , Paredes blancas
Whitening , Blanqueamiento
Whiter Whites , Blancos más blancos
Whites , Blancos
Width , Ancho
Width (%) , Anchura (%)
Wind , Viento
Winter Lighthouse , Faro de invierno
Wipe , Limpia
Without , Sin
Wooden Gold 20 , Oro de madera 20
Work on Frameset , Trabajo en Frameset
Wrap , Envoltura
X Center , Centro X
X Origine , X Origen
X-Angle , Ángulo X
X-Axis Then Y-Axis , Eje X y luego eje Y
X-Border , Frontera X
X-Centering (%) , Centrado X (%)
X-Coordinate [Manual] , X-Coordenada [Manual]
X-Curvature , Curvatura X
X-Dispersion , Dispersión X
X-Factor , Factor X
X-Factor (%) , Factor X (%)
X-Multiplier , X-Multiplicador
X-Ratio , Relación X
X-Resolution , Resolución X
X-Rotation , X-Rotación
X-Size (px) , Tamaño X (px)
X-Variations , X-Variaciones
X/Y-Ratio , Relación X/Y
X1 (none) , X1 (ninguno)
XY Mirror , Espejo XY
XY-Axes , Ejes XY
XY-Axis , Eje XY
XY-Coordinates (%) , Coordenadas XY (%)
XY-Factor , Factor XY
Y Center , Centro Y
Y-Axis , Eje Y
Y-Axis Then X-Axis , Eje Y y luego eje X
Y-Border , Frontera Y
Y-Centering (%) , Centrado en Y (%)
Y-Coordinate , Y-Coordinación
Y-Coordinate [Manual] , Coordenadas Y [Manual]
Y-Curvature , Curvatura Y
Y-Dispersion , Dispersión en Y
Y-Factor , Factor Y
Y-Factor (%) , Factor Y (%)
Y-Multiplier , Y-Multiplicador
Y-Ratio , Relación Y
Y-Resolution , Resolución Y
Y-Rotation , Rotación Y
Y-Scale , Escala Y
Y-Shift (%) , Desplazamiento Y (%)
Y-Shift (px) , Desplazamiento Y (px)
Y-Size , Tamaño Y
Y-Size (px) , Tamaño Y (px)
Y-Variations , Variaciones Y
YAG Effect , Efecto YAG
YCbCr (Chroma Only) , YCbCr (Sólo Chroma)
YCbCr (Distinct) , YCbCr (Distinto)
YCbCr (Luma Only) , YCbCr (Sólo Luma)
YCbCr (Mixed) , YCbCr (Mixto)
YCbCr [Blue Chrominance] , YCbCr [Crominancia Azul]
YCbCr [Blue-Red Chrominances] , YCbCr [Crominanzas Rojo-Azul]
YCbCr [Green Chrominance] , YCbCr [Crominancia Verde]
YCbCr [Luminance] , YCbCr [Luminancia]
YCbCr [Red Chrominance] , YCbCr [Crominancia Roja]
Yellow , Amarillo
Yellow 55B , Amarillo 55B
Yellow Factor , Factor amarillo
Yellow Film 01 , Película amarilla 01
Yellow Shift , Turno amarillo
Yellow Smoothness , Suavidad amarilla
YES8 , SÍ8
YIQ [chromas] , YIQ [cromas]
You Can Do It , Puedes hacerlo
Z-Angle , Ángulo Z
Z-Multiplier , Z-Multiplicador
Z-Rotation , Z-Rotación
Z-Scale , Escala Z
Z-Size , Tamaño Z
Zero , Cero
ZilverFX - B&W Solarization , ZilverFX - Solarización en blanco y negro
ZilverFX - InfraRed , ZilverFX - Infrarrojo
Zone System , Sistema de zonas
Zoom Factor , Factor de Zoom
Zoom In , Acercamiento
Zoom Out , Aleja el zoom
